studyId,pmid,pmcid,doi,status,errmsg
mel_tsam_liang_2017,28373299,PMC5378171,10.1101/gr.213348.116,ok,
mel_ucla_2016,26997480,PMC4808437,10.1016/j.cell.2016.02.065,ok,
mixed_allen_2018,30150660,PMC6119118,10.1038/s41588-018-0200-2,ok,
mixed_selpercatinib_2020,35304457,PMC8933489,10.1038/s41467-022-28848-x,ok,
mixed_cfdna_msk_2020,34059130,PMC8165771,10.1186/s13073-021-00898-8,ok,
mel_dfci_2019,31792460,PMC6898788,10.1038/s41591-019-0654-5,ok,
mel_mskimpact_2020,33509808,PMC8046739,10.1158/1078-0432.CCR-20-4189,ok,
mbn_sfu_2023,36201743,PMC10023728,10.1182/blood.2022016534,ok,
mbn_msk_2024,38497151,PMC11215372,10.3324/haematol.2023.284565,ok,
npc_nusingapore,24952746,PMC12468275,,error;elink,Identifier not found in PMC
nepc_wcm_2016,26855148,PMC4777652,10.1038/nm.4045,ok,
nbl_ucologne_2015,26466568,PMC4881306,10.1038/nature14980,ok,
nbl_broad_2013,23334666,PMC3682833,10.1038/ng.2529,ok,
mrt_bcgsc_2016,26977886,PMC5094835,10.1016/j.ccell.2016.02.009,ok,
mpn_cimr_2013,24325359,PMC3966280,10.1056/NEJMoa1312542,ok,
nsclc_mskcc_2015,25765070,PMC4993154,10.1126/science.aaa1348,ok,
nsclc_mskcc_2018,29657128,PMC5953836,10.1016/j.ccell.2018.03.018,ok,
msk_access_2021,34145282,PMC8213710,10.1038/s41467-021-24109-5,ok,
mng_utoronto_2021,34433969,PMC11604310,10.1038/s41586-021-03850-3,ok,
mpnst_mskcc,25240281,PMC4249650,10.1038/ng.3095,ok,
nbl_amc_2012,22367537,PMC12508281,,error;elink,Identifier not found in PMC
nccrcc_genentech_2014,25401301,PMC4489427,10.1038/ng.3146,ok,
ov_tcga_pub,21720365,PMC3163504,10.1038/nature10166,ok,
paac_jhu_2014,24293293,PMC4048021,10.1002/path.4310,ok,
paad_icgc,23103869,PMC3530898,10.1038/nature11547,ok,
paad_utsw_2015,25855536,PMC4403382,10.1038/ncomms7744,ok,
nsclc_tcga_broad_2016,27158780,PMC4884143,10.1038/ng.3564,ok,
paad_qcmg_uq_2016,26909576,PMC12553238,,error;elink,Identifier not found in PMC
pact_jhu_2011,22158988,PMC3248495,10.1073/pnas.1118046108,ok,
nsclc_tracerx_2017,28445112,PMC12553238,,error;elink,Identifier not found in PMC
nsclc_tracerx_2017,28445469,PMC5812436,10.1038/nature22364,ok,
nsclc_pd1_msk_2018,29337640,PMC6075848,10.1200/JCO.2017.75.3384,ok,
ntrk_msk_2019,31871300,PMC7124988,10.1158/1078-0432.CCR-19-3165,ok,
pan_origimed_2020,35871175,PMC9308789,10.1038/s41467-022-31780-9,ok,
paad_cptac_2021,34534465,PMC8654574,10.1016/j.cell.2021.08.023,ok,
nst_nfosi_ntap,32561749,PMC7305302,10.1038/s41597-020-0508-5,ok,
panet_jhu_2011,21252315,PMC3144496,10.1126/science.1200609,ok,
pcnsl_mayo_2015,25991819,PMC4558226,10.1158/1078-0432.CCR-14-2116,ok,
prad_broad,22610119,PMC3673022,10.1038/ng.2279,ok,
crc_hta11_htan_2021,34910928,PMC8941949,10.1016/j.cell.2021.11.031,ok,
panet_shanghai_2013,24326773,PMC12056210,,error;elink,Identifier not found in PMC
plmeso_nyu_2015,25488749,PMC12404184,,error;elink,Identifier not found in PMC
prad_cpcg_2017,28068672,PMC12513462,,error;elink,Identifier not found in PMC
panet_arcnet_2017,28199314,PMC12533323,,error;elink,Identifier not found in PMC
past_dkfz_heidelberg_2013,23817572,PMC3951336,10.1038/ng.2682,ok,
prad_eururol_2017,28927585,PMC12508145,,error;elink,Identifier not found in PMC
prad_fhcrc,26928463,PMC5045679,10.1038/nm.4053,ok,
prad_mich,22722839,PMC3396711,10.1038/nature11125,ok,
prad_mskcc_2014,25024180,PMC4121784,10.1073/pnas.1411446111,ok,
prad_su2c_2015,26000489,PMC4484602,10.1016/j.cell.2015.05.001,ok,
prad_mskcc_2017,28825054,PMC5558263,10.1200/PO.17.00029,ok,
prad_p1000,29610475,PMC6107367,10.1038/s41588-018-0078-z,ok,
prad_su2c_2019,31061129,PMC6561293,10.1073/pnas.1902651116,ok,
prostate_dkfz_2018,30537516,PMC7444093,10.1016/j.ccell.2018.10.016,ok,
prad_msk_2019,31564440,PMC6949382,10.1016/j.cmet.2019.08.024,ok,
prad_mskcc_cheny1_organoids_2014,25201530,PMC4237931,10.1016/j.cell.2014.08.016,ok,
prad_mcspc_mskcc_2020,32220891,PMC7334067,10.1158/1078-0432.CCR-20-0168,ok,
prad_msk_stopsack_2021,34667026,PMC8776579,10.1158/1078-0432.CCR-21-2577,ok,
prostate_pcbm_swiss_2019,35504881,PMC9065149,10.1038/s41467-022-30003-5,ok,
sclc_clcgp,22941188,PMC4915822,10.1038/ng.2396,ok,
sclc_jhu,22941189,PMC3557461,10.1038/ng.2405,ok,
skcm_broad,22817889,PMC3600117,10.1016/j.cell.2012.06.024,ok,
rms_nih_2014,24436047,PMC4462130,10.1158/2159-8290.CD-13-0639,ok,
sarc_tcga_pub,29100075,PMC5693358,10.1016/j.cell.2017.10.014,ok,
sclc_cancercell_gardner_2017,28196596,PMC5313262,10.1016/j.ccell.2017.01.006,ok,
sclc_ucologne_2015,26168399,PMC4861069,10.1038/nature14664,ok,
sarcoma_mskcc_2022,35705560,PMC9200818,10.1038/s41467-022-30453-x,ok,
skcm_broad_dfarber,22622578,PMC3367798,10.1038/nature11071,ok,
skcm_yale,22842228,PMC3432702,10.1038/ng.2359,ok,
stad_pfizer_uhongkong,24816253,PMC12468435,,error;elink,Identifier not found in PMC
skcm_broad_brafresist_2012,24265153,PMC3947264,10.1158/2159-8290.CD-13-0617,ok,
skcm_mskcc_2014,25409260,PMC4315319,10.1056/NEJMoa1406498,ok,
skcm_tcga_pub_2015,26091043,PMC4580370,10.1016/j.cell.2015.05.044,ok,
skcm_dfci_2015,26359337,PMC5054517,10.1126/science.aad0095,ok,
stad_uhongkong,22037554,PMC12489181,,error;elink,Identifier not found in PMC
stad_utokyo,24816255,PMC12523349,,error;elink,Identifier not found in PMC
tet_nci_2014,24974848,PMC5705185,10.1038/ng.3016,ok,
thyroid_mskcc_2016,26878173,PMC4767360,10.1172/JCI85271,ok,
stes_tcga_pub,28052061,PMC5651175,10.1038/nature20805,ok,
summit_2018,29420467,PMC5808581,10.1038/nature25475,ok,
stmyec_wcm_2022,36577525,PMC9808553,10.1101/mcs.a006227,ok,
ucs_jhu_2014,25233892,PMC4354107,10.1038/ncomms6006,ok,
ucec_tcga_pub,23636398,PMC3704730,10.1038/nature12113,ok,
um_qimr_2016,26683228,PMC4826231,10.18632/oncotarget.6614,ok,
ucec_msk_2018,30068706,PMC6279519,10.1158/1078-0432.CCR-18-0412,ok,
uccc_nih_2017,28485815,PMC5587124,10.1002/cncr.30745,ok,
tmb_mskcc_2018,30643254,PMC6365097,10.1038/s41588-018-0312-8,ok,
ucec_cptac_2020,32059776,PMC7233456,10.1016/j.cell.2020.01.026,ok,
ucec_ccr_cfdna_msk_2022,36007103,PMC9852004,10.1158/1078-0432.CCR-22-1134,ok,
vsc_cuk_2018,29422544,PMC5903820,10.1038/emm.2017.265,ok,
utuc_cornell_baylor_mdacc_2019,31278255,PMC6611775,10.1038/s41467-019-10873-y,ok,
usarc_msk_2020,32299819,PMC7367750,10.1158/1078-0432.CCR-19-3959,ok,
utuc_igbmc_2021,33397444,PMC7780630,10.1186/s13059-020-02230-w,ok,
lgg_tcga_pan_can_atlas_2018,29625048,PMC5957518,10.1016/j.cell.2018.03.022,ok,
lgg_tcga_pan_can_atlas_2018,29596782,PMC6075717,10.1016/j.cels.2018.03.002,ok,
lgg_tcga_pan_can_atlas_2018,29622463,PMC6028190,10.1016/j.ccell.2018.03.007,ok,
lgg_tcga_pan_can_atlas_2018,29617662,PMC5916809,10.1016/j.celrep.2018.03.050,ok,
lgg_tcga_pan_can_atlas_2018,29625055,PMC6066282,10.1016/j.cell.2018.02.052,ok,
lgg_tcga_pan_can_atlas_2018,29625050,PMC6070353,10.1016/j.cell.2018.03.035,ok,
lgg_tcga_pan_can_atlas_2018,29617662,PMC5916809,10.1016/j.celrep.2018.03.050,ok,
lgg_tcga_pan_can_atlas_2018,30643250,PMC12521747,,error;elink,Identifier not found in PMC
lgg_tcga_pan_can_atlas_2018,32214244,PMC7500457,10.1038/s41586-020-2095-1,ok,
lgg_tcga_pan_can_atlas_2018,29625049,PMC5916814,10.1016/j.cell.2018.03.033,ok,
lgg_tcga_pan_can_atlas_2018,29850653,PMC5972025,10.1200/PO.17.00073,ok,
lgg_tcga_pan_can_atlas_2018,36334560,PMC12390932,,error;elink,Identifier not found in PMC
crc_orion_2024,39386479,PMC11463659,10.1101/2024.09.24.614701,ok,
brca_aurora_2023,36585450,PMC9886551,10.1038/s43018-022-00491-x,ok,
schw_ctf_synodos_2025,33025139,PMC7785562,10.1007/s00401-020-02230-x,ok,
ovary_geomx_gray_foundation_2024,39386723,PMC11463462,10.1101/2024.09.25.615007,ok,
brca_tcga_pub2015,26451490,PMC4603750,10.1016/j.cell.2015.09.033,ok,
hnsc_tcga_pub,25631445,PMC4311405,10.1038/nature14129,ok,
luad_tcga_pub,25079552,PMC4231481,10.1038/nature13385,ok,
thca_tcga_pub,25417114,PMC4243044,10.1016/j.cell.2014.09.050,ok,
blca_tcga_pub,24476821,PMC3962515,10.1038/nature12965,ok,
msk_ch_2020,33106634,PMC7891089,10.1038/s41588-020-00710-0,ok,
msk_spectrum_tme_2022,36517593,PMC9771812,10.1038/s41586-022-05496-1,ok,
pancan_mimsi_msk_2024,39746944,PMC11696176,10.1038/s41467-024-54970-z,ok,
mel_iatlas_riaz_nivolumab_2017,29033130,PMC5685550,10.1016/j.cell.2017.09.028,ok,
stad_oncosg_2018,29670109,PMC5906695,10.1038/s41467-018-03828-2,ok,
gbm_tcga_pub,18772890,PMC2671642,10.1038/nature07385,ok,
gbm_tcga_pub2013,24120142,PMC3910500,10.1016/j.cell.2013.09.034,ok,
odg_msk_2017,28472509,PMC5596171,10.1093/neuonc/nox086,ok,
gbm_tcga_pan_can_atlas_2018,29625048,PMC5957518,10.1016/j.cell.2018.03.022,ok,
gbm_tcga_pan_can_atlas_2018,29596782,PMC6075717,10.1016/j.cels.2018.03.002,ok,
gbm_tcga_pan_can_atlas_2018,29622463,PMC6028190,10.1016/j.ccell.2018.03.007,ok,
gbm_tcga_pan_can_atlas_2018,29617662,PMC5916809,10.1016/j.celrep.2018.03.050,ok,
gbm_tcga_pan_can_atlas_2018,29625055,PMC6066282,10.1016/j.cell.2018.02.052,ok,
gbm_tcga_pan_can_atlas_2018,29625050,PMC6070353,10.1016/j.cell.2018.03.035,ok,
gbm_tcga_pan_can_atlas_2018,29617662,PMC5916809,10.1016/j.celrep.2018.03.050,ok,
gbm_tcga_pan_can_atlas_2018,30643250,PMC12521747,,error;elink,Identifier not found in PMC
gbm_tcga_pan_can_atlas_2018,32214244,PMC7500457,10.1038/s41586-020-2095-1,ok,
gbm_tcga_pan_can_atlas_2018,29625049,PMC5916814,10.1016/j.cell.2018.03.033,ok,
gbm_tcga_pan_can_atlas_2018,29850653,PMC5972025,10.1200/PO.17.00073,ok,
gbm_tcga_pan_can_atlas_2018,36334560,PMC12390932,,error;elink,Identifier not found in PMC
gbm_mayo_pdx_sarkaria_2019,31852831,PMC7056576,10.1158/1078-0432.CCR-19-0909,ok,
gbm_columbia_2019,30742119,PMC6810613,10.1038/s41591-019-0349-y,ok,
gbm_cptac_2021,33577785,PMC8044053,10.1016/j.ccell.2021.01.006,ok,
msk_impact_2017,28481359,PMC5461196,10.1038/nm.4333,ok,
